,index,title,year,language,episode_season_duration,genre,creators,stars,description,rating,trailer,weighted_rating,nameurls,soup
3869,3869,"Tim and Eric Awesome Show, Great Job!",2007–2017,English,11min,"Comedy,Music","Tim Heidecker,Eric Wareheim","Tim Heidecker,Eric Wareheim,Bob Odenkirk","Two comedians, average nobodies, and celebrity guest stars perform bizarre low-budget comedy sketches.",7.5,https://imdb.com/video/vi825147673?playlistId=tt0912343&ref_=tt_ov_vi,7.429879102327968,"<a href=""http://www.adultswim.com/shows/timanderic/index.html"">Adult Swim</a>, <a href=""http://www.adultswim.co.uk/shows/timanderic.jsp"">Adult Swim (United Kingdom)</a>",two comedians budget comedy sketches average nobodies celebrity guest stars perform bizarre low tim eric awesome show great job english timheidecker ericwareheim timheidecker ericwareheim bobodenkirk comedy music
3870,3870,All Hail King Julien,2014–2017,English,23min,"Animation,Adventure,Comedy,Family","Danny Jacobs,Andy Richter,Kevin Michael Richardson",,Animated misadventures of a hard-partying lemur and his wild friends in Madagascar.,7.2,https://imdb.com/video/vi3983196441?playlistId=tt3807022&ref_=tt_ov_vi,7.037073434011727,,hard animated misadventures partying lemur wild friends madagascar hail king julien english dannyjacobs andyrichter kevinmichaelrichardson na animation adventure comedy family
3871,3871,Carter,2018– ,English,42min,"Comedy,Crime,Drama,Mystery",Garry Campbell,"Jerry O'Connell,Sydney Tamiia Poitier,Kristian Bruun","An actor returns home after a public meltdown. Partnering with his police detective friend, he tries to use his acting experience to solve real crimes.",6.6,https://imdb.com/video/vi504741145?playlistId=tt7083006&ref_=tt_ov_vi,6.709826056655003,,partnering acting experience police detective friend solve real crimes public meltdown actor returns home tries use carter english garrycampbell jerryo'connell sydneytamiiapoitier kristianbruun comedy crime drama mystery
3872,3872,Brews Brothers,2020– ,English,,Comedy,Greg Schaffer,"Mike Castle,Alan Aisenberg,Carmen Flood","Two rival brothers must work together to keep their brewery in business, but shenanigans keep foaming up their company with chaos.",5.1,,5.8525043195446695,"<a href=""https://www.netflix.com/title/81019632"">Official site</a>",chaos shenanigans keep foaming two rival brothers must work together brewery business company brews brothers english gregschaffer mikecastle alanaisenberg carmenflood comedy
3873,3873,Gold Rush: Dave Turin's Lost Mine,2019– ,English,,Reality-TV,"Dave Turin,Paul Christie,Jason Sanchez",,"Dave Turin visits several disused gold mines around the Western United States and decides which mine to get up and running, turning it into a profitable, working mine.",6.7,,6.700735652543034,"<a href=""https://www.discovery.com/tv-shows/gold-rush-dave-turins-lost-mine/"">Official site</a>",turning running profitable working mine decides dave turin visits several disused gold mines around get western united states gold rush dave turin lost mine english daveturin paulchristie jasonsanchez na reality-tv
3874,3874,Ben & Holly's Little Kingdom,2009– ,English,10min,"Animation,Adventure,Comedy,Family,Fantasy","Neville Astley,Mark Baker","Preston Nyman,Sarah Ann Kennedy,Sian Taylor",The friendship between fairy princess Holly and Ben Elf in the magical Kingdom of elves and fairies.,7.4,,0.0,"<a href=""http://www.nickelodeonjunior.fr/le-petit-royaume-de-ben-et-holly/v"">Official Site FR</a>, <a href=""http://www.nickjr.it/il-piccolo-regno-di-ben-e-holly/"">Official Site IT</a>",ben elf elves fairy princess holly fairies magical kingdom friendship ben holly little kingdom english nevilleastley markbaker prestonnyman sarahannkennedy siantaylor animation adventure comedy family fantasy
3875,3875,The Final Call,2019– ,Hindi,42min,"Drama,Thriller","Arjun Rampal,Javed Jaffrey,Neeraj Kabi",,"When the pilot of Skyline flight 502, decides to end his life by committing suicide, he puts the lives of the 300 plus passengers in danger. Airline officer Kiran Mirza along with the ATS team, swings into action to save the passengers.",7.2,https://imdb.com/video/vi3066674201?playlistId=tt9426440&ref_=tt_ov_vi,7.042504319544669,"<a href=""https://www.zee5.com/zee5originals/details/the-final-call/0-6-1290"">Zee5</a>",passengers ats team swings skyline flight 502 puts airline officer kiran mirza along 300 plus decides action committing suicide end save danger pilot lives life final call hindi arjunrampal javedjaffrey neerajkabi na drama thriller
3876,3876,Find Me in Paris,2018–2020,English,25min,"Comedy,Drama,Family,Fantasy,Music","Jill Girling,Lori Mather-Welch","Jessica Lord,Rik Young,Caitlin-Rose Lacey","A young ballet dancer from 1905 is transported into the 21st century with the power of a magical necklace. While her boyfriend looks for a way to bring her back, she must find a way to fit in and dodge the sinister time agents.",7.2,https://imdb.com/video/vi1364508185?playlistId=tt7150060&ref_=tt_ov_vi,7.199422599240663,"<a href=""https://www.hulu.com/find-me-in-paris"">Hulu</a>",way must find boyfriend looks sinister time agents bring transported young ballet dancer 21st century fit power back 1905 dodge magical necklace find paris english jillgirling lorimather-welch jessicalord rikyoung caitlin-roselacey comedy drama family fantasy music
3877,3877,Mister Ed,1958–1966,,30min,"Comedy,Family,Fantasy","Walter R. Brooks,Sonia Chernus,Walter Brooks","Allan Lane,Alan Young,Connie Hines",The misadventures of a wisecracking talking horse and his human owner.,7.0,https://imdb.com/video/vi2301210649?playlistId=tt0054557&ref_=tt_ov_vi,6.958335874241962,,misadventures human owner wisecracking talking horse mister ed na walterr.brooks soniachernus walterbrooks allanlane alanyoung conniehines comedy family fantasy
3878,3878,Reef Break,2019,English,1h,"Crime,Drama",Ken Sanzel,"Poppy Montgomery,Ray Stevenson,Desmond Chiam","A crime drama featuring main character Cat Chambers, a thief-turned-fixer for the governor of a stunning and seductive Pacific Island paradise. Impulsive, reckless and irresistible, Cat's less-than-perfect past gives her an instinctive gift for understanding crime and criminals as she becomes enmeshed in fast-paced, high octane adventures and island intrigue. Cat's re...",6.0,https://imdb.com/video/vi420985881?playlistId=tt8892926&ref_=tt_ov_vi,6.3508106318174224,"<a href=""https://abc.go.com/shows/reef-break"">Official site</a>",stunning thief fixer fast paced crime drama featuring main character cat chambers understanding criminals becomes enmeshed perfect past gives island intrigue ... turned reckless seductive pacific paradise impulsive irresistible governor high octane adventures instinctive gift less reef break english kensanzel poppymontgomery raystevenson desmondchiam crime drama
3879,3879,Mickey Mouse,2013–2019,English,4min,"Animation,Comedy,Family","Chris Diamantopoulos,Russi Taylor,Bill Farmer",,Mickey Mouse takes on new adventures finding himself in silly situations in different settings.,8.1,https://imdb.com/video/vi3966419225?playlistId=tt2768802&ref_=tt_ov_vi,7.656084583414596,"<a href=""http://mickey.disney.com/mickey-cartoons"">Official site</a>",silly situations mickey mouse takes different settings new adventures finding mickey mouse english chrisdiamantopoulos russitaylor billfarmer na animation comedy family
3880,3880,Al Hayba,2017– ,Arabic,45min,"Action,Romance","Taim Hasan,Nadine Nassib Njeim,Mona Wassef",,"Al Hayba"" an area located on the borders between Syria and Lebanon, Jabal (a young strong-willed man) and his clan, Sheikh El Jabal, controls arms trading and smuggling at the borders. Jabal and his family lead a modern life style, yet, he relies still on the traditional customs of the clan to solve? conflicts and to affir. his authority The family receives the news o...",7.4,,7.399234040529786,"<a href=""http://www.sabbah.com/main.php?id=78"">official website</a>",willed man relies still lebanon syria family lead area located affir al hayba modern life style clan smuggling young strong ... conflicts receives yet authority solve traditional customs news jabal sheikh el borders controls arms trading al hayba arabic taimhasan nadinenassibnjeim monawassef na action romance
3881,3881,Café con aroma de mujer,1993– ,Spanish,1h,"Drama,Romance",Fernando Gaitán,"Margarita Rosa de Francisco,Guy Ecker,Alejandra Borrero",Love story between Gaviota and Sebastian. Gaviota is a poor harvester and Sebastian comes from a rich Colombian family.,8.3,,8.29543000950909,,sebastian comes rich colombian family love story poor harvester gaviota café con aroma de mujer spanish fernandogaitán margaritarosadefrancisco guyecker alejandraborrero drama romance
3882,3882,Severance,2021– ,,,"Drama,Thriller","Patricia Arquette,Zach Cherry,Dichen Lachman",,"Lumen Industries, a company that's looking to take work-life balance to a new level.",0.0,,0.0,,take work life balance looking lumen industries company new level severance na patriciaarquette zachcherry dichenlachman na drama thriller
3883,3883,Kördügüm,2016– ,Turkish,2h 20min,Drama,"Ibrahim Celikkol,Alican Yücesoy,Belçim Bilgin",,"Ali Nejat Karasu is a former race-driver and a playboy turned into a businessman. He runs Karas Holdings which is part of a group his father built while making a fortune in ship building. His real passion is still cars and he dreams of launching a new car. While on business trip in Italy with his friend Ayhan, they come across Naz, a charming pediatrician who makes an...",6.6,https://imdb.com/video/vi3220747801?playlistId=tt5303668&ref_=tt_ov_vi,6.600321901977005,"<a href=""https://www.netflix.com/tr/title/80149594"">Official Netflix</a>, <a href=""https://www.fox.com.tr/Kordugum/izle"">Official Site</a>",driver italy come across naz real passion dreams making businessman ship building ali nejat karasu former race ... fortune runs karas holdings launching father built business trip part group still cars charming pediatrician makes playboy turned friend ayhan new car kördügüm turkish ibrahimcelikkol alicanyücesoy belçimbilgin na drama
3884,3884,Power Rangers Samurai,2011–2012,English,22min,"Action,Adventure,Comedy,Family,Fantasy,Sci-Fi",Haim Saban,"Alexander P. Heartman,Erika Fong,Hector David Jr.",Five teenagers inherit samurai powers from ancient Japan to protect the world from an army of monsters.,5.0,https://imdb.com/video/vi3711871257?playlistId=tt1704503&ref_=tt_ov_vi,5.746097799573128,"<a href=""http://www.nick.com/shows/power-rangers-samurai"">Nickelodeon (United States)</a>",protect five teenagers inherit samurai powers monsters army world ancient japan power rangers samurai english haimsaban alexanderp.heartman erikafong hectordavidjr. action adventure comedy family fantasy sci-fi
3885,3885,Holey Moley,2019– ,English,1h,"Game-Show,Reality-TV",Chris Culvenor,"Joe Tessitore,Rob Riggle,Stephen Curry",Contestants put their miniature golf-and physical-skills to the test as they face off in out-of-this-world challenges on a supersized course.,6.9,https://imdb.com/video/vi3659120153?playlistId=tt10133226&ref_=tt_ov_vi,6.89989428804131,"<a href=""https://abc.go.com/shows/holey-moley"">Official site</a>",supersized course face contestants put test physical miniature golf skills world challenges holey moley english chrisculvenor joetessitore robriggle stephencurry game-show reality-tv
3886,3886,Amend: The Fight for America,2021– ,English,,"Documentary,History","Will Smith,Bryan Stevenson,Larry Wilmore",,"Will Smith hosts this look at the evolving, often lethal, fight for equal rights in America through the lens of the US Constitution's 14th Amendment.",7.9,https://imdb.com/video/vi1683276057?playlistId=tt13973320&ref_=tt_ov_vi,0.0,"<a href=""https://www.netflix.com/title/80219054"">Netflix Site</a>",smith hosts fight often lethal evolving equal rights lens look america 14th amendment us constitution amend fight america english willsmith bryanstevenson larrywilmore na documentary history
3887,3887,The American Barbecue Showdown,2020– ,English,,Reality-TV,"Kevin Bludso,Melissa Cookston,Lyric Lewis",,Food competition that follows the country's best backyard smokers and competitive barbecuers as they compete for the title of American Barbecue Champion.,7.2,https://imdb.com/video/vi4290298137?playlistId=tt12938472&ref_=tt_ov_vi,7.199479238354055,"<a href=""https://www.netflix.com/title/81057855"">Netflix Site</a>",best backyard smokers country title competitive barbecuers compete follows food competition american barbecue champion american barbecue showdown english kevinbludso melissacookston lyriclewis na reality-tv
3888,3888,Sesang Eodiedo Eobneun Chakhan Namja,2012,"Korean,Japanese",1h,Drama,"Song Joong-ki,Moon Chae-Won,Si-yeon Park",,"Kang Ma-Ru is a promising medical student, until he takes the blame for a crime he didn't commit. When he finds an opportunity for revenge, he takes it, using Seo Eun-Gi. Ma-Ru soon discovers that are things more important than revenge, though.",7.8,,7.368107916770347,"<a href=""http://www.kbs.co.kr/drama/innocentman/"">Official site (South Korea)</a>",gi ru soon discovers revenge though using seo eun opportunity important promising medical student blame commit takes finds crime things kang sesang eodiedo eobneun chakhan namja korean japanese songjoong-ki moonchae-won si-yeonpark na drama
3889,3889,Darkwing Duck,1991–1992,English,30min,"Animation,Action,Adventure,Comedy,Family,Mystery,Sci-Fi","Jim Cummings,Terence McGovern,Christine Cavanaugh",,A bumbling superhero battles crime with the help of his daughter and pilot sidekick.,7.6,https://imdb.com/video/vi671876889?playlistId=tt0101076&ref_=tt_ov_vi,7.539111224456073,"<a href=""http://movies.disney.com/darkwing-duck"">Official site</a>",daughter pilot sidekick bumbling superhero battles crime help darkwing duck english jimcummings terencemcgovern christinecavanaugh na animation action adventure comedy family mystery sci-fi
3890,3890,Lilo & Stitch: The Series,2003–2006,English,22min,"Animation,Action,Adventure,Comedy,Family,Sci-Fi","Dean DeBlois,Chris Sanders","Daveigh Chase,Chris Sanders,David Ogden Stiers",The rambunctious human and alien duo must hunt down Dr. Jumba Jookiba's 625 other experimental creatures infesting Hawaii.,6.8,https://imdb.com/video/vi1936310553?playlistId=tt0364774&ref_=tt_ov_vi,6.8047042533301,"<a href=""https://www.disneyplus.com/series/lilo-stitch/6ML3ae4QGsIK"">Disney+</a>",jumba jookiba alien duo must hunt 625 dr experimental creatures infesting hawaii rambunctious human lilo stitch series english deandeblois chrissanders daveighchase chrissanders davidogdenstiers animation action adventure comedy family sci-fi
3891,3891,Trial & Error,2017–2018,English,22min,"Comedy,Crime,Mystery","Jeff Astrof,Matthew Miller","Nicholas D'Agosto,Jayma Mays,Steven Boyer","A spoof of crime documentaries about the arrest and trial of a beloved poetry professor from a small town in South Carolina, who is accused of brutally murdering his wife, and the young Northeastern lawyer hired to defend him.",8.0,https://imdb.com/video/vi1103215385?playlistId=tt5511512&ref_=tt_ov_vi,7.777575435093237,,trial crime documentaries spoof accused young northeastern lawyer hired wife arrest small town brutally murdering defend beloved poetry professor south carolina trial error english jeffastrof matthewmiller nicholasd'agosto jaymamays stevenboyer comedy crime mystery
3892,3892,Durarara!!,2010,Japanese,24min,"Animation,Comedy,Crime,Drama,Thriller",Ryôgo Narita,"Brian Beacock,Johnny Yong Bosch,Doug Erholtz","Tired of his mundane life, Mikado Ryugamine decides to move to Ikebukuro, a district in Tokyo, when a friend invites him. With everything from invisible gangs to rumored beings, Ikebukuro is full of connected mysteries where people's pasts intertwine with the present.",7.9,https://imdb.com/video/vi3710434585?playlistId=tt1584000&ref_=tt_ov_vi,7.725001640333419,"<a href=""http://www.durarara.com/"">Official site</a>",invisible gangs pasts intertwine district full tired people friend invites connected mysteries move mikado ryugamine decides rumored beings present tokyo everything mundane life ikebukuro durarara !! japanese ryôgonarita brianbeacock johnnyyongbosch dougerholtz animation comedy crime drama thriller
3893,3893,Case,2015– ,Icelandic,45min,"Crime,Drama,Mystery,Thriller","Steinunn Ólína Þorsteinsdóttir,Magnús Jónsson,Birna Rún Eiríksdóttir",,A smart lawyer whose drinking and recklessness send him on a path of self-destruction finds new purpose investigating a teenager's apparent suicide.,7.1,,7.004864710731669,,smart lawyer whose drinking recklessness send path self teenager apparent suicide destruction finds new purpose investigating case icelandic steinunnólínaþorsteinsdóttir magnúsjónsson birnarúneiríksdóttir na crime drama mystery thriller
3894,3894,Dream Corp LLC,2016– ,English,11min,Comedy,Daniel Stessen,"Jon Gries,Nicholas Rutherford,Ahmed Bharoocha",An absurd workplace comedy set in a neglected dream therapy facility where a rotating cast of desperate patients have their dreams recorded and analyzed by Dream Corp's absent-minded professor.,7.2,https://imdb.com/video/vi1073591833?playlistId=tt5475704&ref_=tt_ov_vi,7.199385822122233,"<a href=""https://www.facebook.com/DREAM-CORP-LLC-283797785099514/?fref=ts"">official facebook page</a>",minded professor desperate patients absurd workplace comedy set dream corp rotating cast absent analyzed dreams recorded neglected therapy facility dream corp llc english danielstessen jongries nicholasrutherford ahmedbharoocha comedy
3895,3895,Johnny Bravo,1997–2004,English,30min,"Animation,Adventure,Comedy,Family","Van Partible,Jed Spingarn,Butch Hartman","Jeff Bennett,Brenda Vaccaro,Mae Whitman",The misadventures of a dumb blond egomaniac who is deluded about his own manliness.,7.2,https://imdb.com/video/vi2752382745?playlistId=tt0118360&ref_=tt_ov_vi,7.18622486759866,"<a href=""http://www.cartoonnetwork.de/microsites/johnnybravo/index.jsp"">Cartoon Network (Germany)</a>, <a href=""http://cartoonnetwork.com/doc/jbravo/index.html"">The Cartoon Network Department of Cartoons: Johnny Bravo</a>",deluded misadventures manliness dumb blond egomaniac johnny bravo english vanpartible jedspingarn butchhartman jeffbennett brendavaccaro maewhitman animation adventure comedy family
3896,3896,Hakiza,2021– ,English,,"Animation,Action,Family","Stan Lee,Fabian Nicieza","Arnold Schwarzenegger,Jules de Jongh,Nneka Okoye","A gym coach acquires incredible superpowers from a mysterious comet and becomes Captain Courage, one of the earth's greatest protectors. He works 'undercover' as a kindergarten teacher to raise a new generation of super-powered kids.",8.9,,8.882501715320508,,one earth super undercover gym coach acquires incredible superpowers powered kids kindergarten teacher mysterious comet raise greatest protectors works becomes captain courage new generation hakiza english stanlee fabiannicieza arnoldschwarzenegger julesdejongh nnekaokoye animation action family
3897,3897,The Ben Stiller Show,1992–1995,English,5h 6min,Comedy,"Judd Apatow,Jeff Kahn,Ben Stiller","Ben Stiller,Andy Dick,Janeane Garofalo","This comedy/variety show specialized in parodies of movies and television shows and commercials. Often, they would also have a special guest (e.g., a TV actor) join them.",7.0,https://imdb.com/video/vi3241851929?playlistId=tt0103360&ref_=tt_ov_vi,6.929170986211336,,"television shows comedy special guest tv actor parodies join variety show specialized e often would also g ., movies commercials ben stiller show english juddapatow jeffkahn benstiller benstiller andydick janeanegarofalo comedy"
3898,3898,I Am,2019– ,English,47min,Drama,Dominic Savage,"Gemma Chan,Vicky McClure,Samantha Morton",A trilogy that explores the experiences of three women in personal and emotional moments.,7.0,https://imdb.com/video/vi2011939097?playlistId=tt9165134&ref_=tt_ov_vi,6.999174166182022,,personal trilogy emotional moments explores experiences three women english dominicsavage gemmachan vickymcclure samanthamorton drama
3899,3899,Mukesh Jasoos,2021– ,Hindi,,"Comedy,Drama","Rajeshwari Sachdev,Anamika Shukla,Tiwari Yadeep",,"A quintessential loser and detective with questionable skills and laughable methods navigates through petty crimes. However, something sinister is brewing.",7.9,https://imdb.com/video/vi4079009817?playlistId=tt14545226&ref_=tt_ov_vi,7.895102773498527,,questionable skills laughable methods navigates brewing detective however something sinister quintessential loser petty crimes mukesh jasoos hindi rajeshwarisachdev anamikashukla tiwariyadeep na comedy drama
3900,3900,MTV Floribama Shore,2017– ,English,40min,Reality-TV,"Jeremiah Buoni,Codi Butts,Kortni Gilson",,"The story of eight young adults who come to spend the summer in the hottest beach town on the Gulf Coast, Panama City Beach, to party it up and put the real world on hold for just a little bit longer.",5.0,https://imdb.com/video/vi2501491993?playlistId=tt7577814&ref_=tt_ov_vi,5.003567179080583,"<a href=""http://www.mtv.com/shows/floribama"">MTV official Floribama page</a>",gulf coast hold real world story party put come little bit longer hottest beach town eight young adults spend summer panama city mtv floribama shore english jeremiahbuoni codibutts kortnigilson na reality-tv
3901,3901,Married to Medicine,2013– ,English,43min,Reality-TV,"Matt Anderson,Cooper Green,Nate Green","Quad Webb-Lunceford,Jacqueline Walters,Simone Whitmore","The ladies of Atlanta's exclusive medical inner circle return with more patients, less patience and a few heart palpitations along the way.",5.3,https://imdb.com/video/vi2536816409?playlistId=tt2543378&ref_=tt_ov_vi,5.306651724803976,,way heart palpitations along ladies patients atlanta less patience exclusive medical inner circle return married medicine english mattanderson coopergreen nategreen quadwebb-lunceford jacquelinewalters simonewhitmore reality-tv
3902,3902,Bling Empire,2021– ,English,38min,Reality-TV,"Christine Chiu,Kevin Kreider,Kim Lee",,"Follow LA's wildly wealthy Asian and Asian American fun seekers as they go all out with fabulous parties, glamour and drama in this reality series.",5.8,https://imdb.com/video/vi1644937497?playlistId=tt13660962&ref_=tt_ov_vi,6.18500370246686,"<a href=""https://www.netflix.com/title/81039144"">Netflix Site</a>",asian american fun seekers go drama reality series glamour follow la wildly wealthy fabulous parties bling empire english christinechiu kevinkreider kimlee na reality-tv
3903,3903,The Bay,2010– ,English,,"Drama,Romance",Gregori J. Martin,"Kristos Andrews,Mary Beth Evans,Jade Harlow","In a posh community by the sea, Bay City's rich and famous indulge their lifestyles w/ forbidden love, taboo sex, malicious lies and never-ending scandal. A multiple Emmy® winning drama, produced, directed and created by Gregori J. Martin.",7.3,https://imdb.com/video/vi2681061657?playlistId=tt1688612&ref_=tt_ov_vi,7.298922783762978,"<a href=""http://www.facebook.com/group.php?gid=120158591342893&ref=ts"">Official Facebook</a>, <a href=""http://www.thebaytheseries.com/"">Official site</a>",taboo sex forbidden love rich malicious lies famous indulge produced never martin bay city gregori j sea multiple emmy ® winning drama lifestyles w ending scandal created posh community directed bay english gregorij.martin kristosandrews marybethevans jadeharlow drama romance
3904,3904,Young Dylan,2020– ,,,"Action,Comedy,Family",Tyler Perry,"Young Dylan,Hero Hunter,Carl Anthony Payne II",Young Dylan's grandmother decides to send him to live indefinitely with her affluent son's family. The Wilson family household is soon turned upside-down as lifestyles clash between the aspiring hip-hop star and his strait-laced cousins.,2.9,https://imdb.com/video/vi805420569?playlistId=tt11097072&ref_=tt_ov_vi,2.918656627628997,,hop star live indefinitely lifestyles clash soon turned upside grandmother decides young dylan send family wilson household aspiring hip strait laced cousins affluent son young dylan na tylerperry youngdylan herohunter carlanthonypayneii action comedy family
3905,3905,El Club,2019– ,Spanish,30min,"Comedy,Drama",Camila Ibarra,"Alejandro Speitzer,Minnie West,Jorge Caballero","Dealing with the pressure of his father and his need to be someone, Pablo decides to start a new shady, tricky business that will lead him to some happy but tragic experiences.",6.3,,6.30096036480605,"<a href=""https://www.netflix.com/title/80238391"">Official Netflix</a>, <a href=""https://culturacolectiva.com/entretenimiento/netflix-creara-50-series-y-peliculas-mexicanas"">Press release</a>",dealing start tragic experiences tricky business pressure father pablo decides someone lead new shady happy need el club spanish camilaibarra alejandrospeitzer minniewest jorgecaballero comedy drama
3906,3906,666 Park Avenue,2012–2013,English,1h,"Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller",David Wilcox,"Rachael Taylor,Dave Annable,Robert Buckley","At the 203 apartments Drake, NYC, residents are granted one wish - any wish. But beware of the price. There's something supernatural and evil about The Drake that only the owners, Gavin and Olivia. know about/control.",6.8,https://imdb.com/video/vi3066143257?playlistId=tt2197797&ref_=tt_ov_vi,6.802596336537377,"<a href=""http://www.facebook.com/666ParkAve"">Official Facebook</a>",price 203 apartments drake wish beware owners residents control olivia know gavin evil granted one something supernatural nyc 666 park avenue english davidwilcox rachaeltaylor daveannable robertbuckley drama fantasy horror mystery sci-fi thriller
3907,3907,Sex & Drugs & Rock & Roll,2015–2016,English,21min,"Comedy,Music",Denis Leary,"Denis Leary,John Corbett,Elizabeth Gillies","A middle-aged once famous rock singer, who desperately wants his glory days back, finds out he has a talented daughter, who wants to reunite and front his old band - and date his guitar player. They're dysfunctional, but they don't care.",7.1,https://imdb.com/video/vi3398810905?playlistId=tt3594982&ref_=tt_ov_vi,7.025546295355218,"<a href=""https://fxplus.fxnetworks.com/sex-drugs-rock-roll/"">Official site</a>",talented daughter middle wants famous rock singer reunite aged front glory days back guitar player old band finds desperately date dysfunctional care sex drugs rock roll english denisleary denisleary johncorbett elizabethgillies comedy music
3908,3908,Marseille,2016–2018,French,41min,Drama,Dan Franck,"Karen Strassman,Anne Yatco,Gérard Depardieu","A tale of power, corruption and redemption set against the rich backdrop of the French port city of Marseille.",6.9,https://imdb.com/video/vi794015001?playlistId=tt4003966&ref_=tt_ov_vi,6.886477534202296,"<a href=""https://www.netflix.com/title/80037278"">Official Netflix</a>",corruption marseille rich backdrop power redemption set french port city tale marseille french danfranck karenstrassman anneyatco gérarddepardieu drama
3909,3909,The Bill Engvall Show,2007–2009,English,30min,"Comedy,Family","Bill Engvall,Michael Leeson","Bill Engvall,Nancy Travis,Jennifer Lawrence","A story revolving around the life of therapist, Bill Pearson, and his family.",5.6,https://imdb.com/video/vi1166999833?playlistId=tt0926732&ref_=tt_ov_vi,6.102347799573128,"<a href=""http://www.tbs.com/shows/billengvall/"">TBS (United States)</a>",bill pearson family therapist story revolving around life bill engvall show english billengvall michaelleeson billengvall nancytravis jenniferlawrence comedy family
3910,3910,Vegas,2012–2013,English,44min,"Action,Crime,Drama,Mystery,Western","Nicholas Pileggi,Greg Walker","Dennis Quaid,Michael Chiklis,Carrie-Anne Moss","Ralph Lamb, a former MP for the US Army, becomes sheriff. His brother, Jack, and his son, Dixon, are deputized. Meanwhile, Vincent Savino comes from Chicago to Vegas to run The Savoy hotel and casino.",7.3,https://imdb.com/video/vi1120445465?playlistId=tt2262383&ref_=tt_ov_vi,7.229119171604001,"<a href=""http://www.cbs.com/shows/vegas"">CBS (United States)</a>, <a href=""https://www.facebook.com/VegasCBS"">Official Facebook</a>",vincent savino comes run dixon jack meanwhile deputized vegas former mp son ralph lamb us army chicago casino brother savoy hotel becomes sheriff vegas english nicholaspileggi gregwalker dennisquaid michaelchiklis carrie-annemoss action crime drama mystery western
3911,3911,Jake and the Never Land Pirates,2011–2016,English,15min,"Animation,Adventure,Family,Fantasy,Musical",Roberts Gannaway,"David Arquette,Corey Burton,Jeff Bennett",An animated TV show that follows a band of young pirates who spend their days competing against Captain Hook and Mr. Smee for treasure.,5.6,https://imdb.com/video/vi2561651993?playlistId=tt1833403&ref_=tt_ov_vi,6.195375169864446,"<a href=""http://disneyjunior.disney.com/jake-and-the-never-land-pirates"">Official Site</a>",animated tv show young pirates captain hook treasure days competing band smee mr follows spend jake never land pirates english robertsgannaway davidarquette coreyburton jeffbennett animation adventure family fantasy musical
3912,3912,Weissensee,2010–2018,German,50min,"Drama,History","Florian Lukas,Jörg Hartmann,Uwe Kockisch",,The lives of two families in East Berlin between 1980 and 1990 as the era of communist DDR slowly comes to an end.,8.2,,7.646097799573127,,two families east berlin communist ddr slowly comes 1980 end 1990 era lives weissensee german florianlukas jörghartmann uwekockisch na drama history
3913,3913,Weather Report,2005– ,English,1min,"Comedy,News",David Lynch,"David Lynch,Laura Dern",David Lynch gives daily weather reports in Los Angeles.,9.2,,9.189903098779604,"<a href=""https://www.youtube.com/channel/UCDLD_zxiuyh1IMasq9nbjrA/"">Official YouTube</a>",los angeles david lynch gives daily weather reports weather report english davidlynch davidlynch lauradern comedy news
3914,3914,Square Pegs,1982–1983,English,30min,Comedy,Anne Beatts,"Sarah Jessica Parker,Amy Linker,Merritt Butrick","Patty Greene and Lauren Hutchinson, two awkward teenage girls, are desperate to fit in at Weemawee High School.",7.3,https://imdb.com/video/vi114343193?playlistId=tt0083482&ref_=tt_ov_vi,0.0,"<a href=""http://www.sonypictures.com/homevideo/catalog/catalogDetail_DVD043396254619.html"">Sony Pictures</a>",patty greene lauren hutchinson fit weemawee high school desperate two awkward teenage girls square pegs english annebeatts sarahjessicaparker amylinker merrittbutrick comedy
3915,3915,Hello Ladies,2013–2014,English,29min,Comedy,"Lee Eisenberg,Stephen Merchant,Gene Stupnitsky","Stephen Merchant,Christine Woods,Nate Torrence",A gawky Englishman comes to Los Angeles to find the woman of his dreams.,7.4,https://imdb.com/video/vi2904865817?playlistId=tt2378794&ref_=tt_ov_vi,7.34492578636346,,dreams woman los angeles gawky englishman comes find hello ladies english leeeisenberg stephenmerchant genestupnitsky stephenmerchant christinewoods natetorrence comedy
3916,3916,So Not Worth It,2021– ,Korean,,"Comedy,Drama","Se-wan Park,Hyun-min Han,Hyeon-jun Shin",,"New friends, new loves and new experiences mix together inside a colorful college dormitory in Korea that's home to students from around the world.",0.0,https://imdb.com/video/vi3342385177?playlistId=tt13186480&ref_=tt_ov_vi,0.0,"<a href=""https://www.netflix.com/title/81194153/"">Netflix Site</a>",korea students home new experiences mix together inside friends loves colorful college dormitory world around worth korean se-wanpark hyun-minhan hyeon-junshin na comedy drama
3917,3917,Evim,2019–2021,Turkish,2h,Drama,"Demet Özdemir,Zuhal Gencer,Senan Kara",,The house where you were born even decides who you love and who you marry. First the mothers take the pen in his hand and start writing.,6.1,,0.0,"<a href=""https://www.facebook.com/dogdugunevkaderindirdizisi"">Facebook</a>, <a href=""https://www.instagram.com/dogdugunevkaderindir/"">Instagram</a>",mothers take first pen love born even decides marry house start writing hand evim turkish demetözdemir zuhalgencer senankara na drama
3918,3918,Fallout,,English,,"Action,Adventure,Drama,Sci-Fi",,,Adaptation of the video game set in a post apocalyptic America.,0.0,,0.0,,adaptation video game set post apocalyptic america fallout english na na action adventure drama sci-fi
